Variable,Description
ERTTCHY4,ER FACILITY + DR VISIT CHARGES 22
ERTTRIY1,ER -TRICARE AMT-(FAC+DR) 19
ERTTRIY2,ER -TRICARE AMT-(FAC+DR) 20
ERTTRIY3,ER -TRICARE AMT-(FAC+DR) 21
ERTTRIY4,ER -TRICARE AMT-(FAC+DR) 22
ERTVAY1,ER -VA/CHAMPVA AMT-(FAC+DR) 19
ERTVAY2,ER -VA/CHAMPVA AMT-(FAC+DR) 20
ERTVAY3,ER -VA/CHAMPVA AMT-(FAC+DR) 21
ERTVAY4,ER -VA/CHAMPVA AMT-(FAC+DR) 22
ERTWCPY1,ER -WORKERS COMP AMT-(FAC+DR) 19
ERTWCPY2,ER -WORKERS COMP AMT-(FAC+DR) 20
ERTWCPY3,ER -WORKERS COMP AMT-(FAC+DR) 21
ERTWCPY4,ER -WORKERS COMP AMT-(FAC+DR) 22
EVRETIY1,PERSON HAS EVER RETIRED 19
EVRETIY2,PERSON HAS EVER RETIRED 20
EVRETIY3,PERSON HAS EVER RETIRED 21
EVRETIY4,PERSON HAS EVER RETIRED 22
EVRWRKY1,EVER WRKD FOR PAY IN LIFE AS OF 12/31/19
EVRWRKY2,EVER WRKD FOR PAY IN LIFE AS OF 12/31/20
EVRWRKY3,EVER WRKD FOR PAY IN LIFE AS OF 12/31/21
EVRWRKY4,EVER WRKD FOR PAY IN LIFE AS OF 12/31/22
EXPLOP2,PROV EXPLNS OPTIONS TO PERS-R2
EXPLOP4,PROV EXPLNS OPTIONS TO PERS-R4
EXPLOP6,PROV EXPLNS OPTIONS TO PERS-R6
EXPLOP8,PROV EXPLNS OPTIONS TO PERS-R8
FAMID1,FAMILY ID (STUDENT MERGED IN) - R1
FAMID2,FAMILY ID (STUDENT MERGED IN) - R2
FAMID3,FAMILY ID (STUDENT MERGED IN) - R3
FAMID4,FAMILY ID (STUDENT MERGED IN) - R4
FAMID5,FAMILY ID (STUDENT MERGED IN) - R5
FAMID6,FAMILY ID (STUDENT MERGED IN) - R6
FAMID7,FAMILY ID (STUDENT MERGED IN) - R7
FAMID8,FAMILY ID (STUDENT MERGED IN) - R8
FAMID9,FAMILY ID (STUDENT MERGED IN) - R9
FAMIDY1,FAMILY ID (STUDENT MERGED IN) - 12/31/19
FAMIDY2,FAMILY ID (STUDENT MERGED IN) - 12/31/20
FAMIDY3,FAMILY ID (STUDENT MERGED IN) - 12/31/21
FAMIDY4,FAMILY ID (STUDENT MERGED IN) - 12/31/22
FAMIDYR1,ANNUAL FAMILY IDENTIFIER 19
FAMIDYR2,ANNUAL FAMILY IDENTIFIER 20
FAMIDYR3,ANNUAL FAMILY IDENTIFIER 21
FAMIDYR4,ANNUAL FAMILY IDENTIFIER 22
FAMINCY1,FAMILY'S TOTAL INCOME 19
FAMINCY2,FAMILY'S TOTAL INCOME 20
FAMINCY3,FAMILY'S TOTAL INCOME 21
FAMINCY4,FAMILY'S TOTAL INCOME 22
FAMRFPY1,REFERENCE PERSON OF ANNUALIZED FAMILY 19
FAMRFPY2,REFERENCE PERSON OF ANNUALIZED FAMILY 20
FAMRFPY3,REFERENCE PERSON OF ANNUALIZED FAMILY 21
FAMRFPY4,REFERENCE PERSON OF ANNUALIZED FAMILY 22
FAMSY1,FAMILY SIZE OF RESPONDING 12/31 FAMILY 19
FAMSY2,FAMILY SIZE OF RESPONDING 12/31 FAMILY 20
FAMSY3,FAMILY SIZE OF RESPONDING 12/31 FAMILY 21
FAMSY4,FAMILY SIZE OF RESPONDING 12/31 FAMILY 22
FAMSZE1,RU SIZE INCLUDING STUDENTS - R1
FAMSZE2,RU SIZE INCLUDING STUDENTS - R2
FAMSZE3,RU SIZE INCLUDING STUDENTS - R3
FAMSZE4,RU SIZE INCLUDING STUDENTS - R4
FAMSZE5,RU SIZE INCLUDING STUDENTS - R5
FAMSZE6,RU SIZE INCLUDING STUDENTS - R6
FAMSZE7,RU SIZE INCLUDING STUDENTS - R7
FAMSZE8,RU SIZE INCLUDING STUDENTS - R8
FAMSZE9,RU SIZE INCLUDING STUDENTS - R9
FAMSZEY1,RU SIZE INCLUDING STUDENT AS OF 12/31/19
FAMSZEY2,RU SIZE INCLUDING STUDENT AS OF 12/31/20
FAMSZEY3,RU SIZE INCLUDING STUDENT AS OF 12/31/21
FAMSZEY4,RU SIZE INCLUDING STUDENT AS OF 12/31/22
FAMSZYR1,SIZE OF RESPONDING ANNUALIZED FAMILY 19
FAMSZYR2,SIZE OF RESPONDING ANNUALIZED FAMILY 20
FAMSZYR3,SIZE OF RESPONDING ANNUALIZED FAMILY 21
FAMSZYR4,SIZE OF RESPONDING ANNUALIZED FAMILY 22
FCRPY1,REF PERSON OF 12/31 CPS FAMILY 19
FCRPY2,REF PERSON OF 12/31 CPS FAMILY 20
FCRPY3,REF PERSON OF 12/31 CPS FAMILY 21
FCRPY4,REF PERSON OF 12/31 CPS FAMILY 22
FCSZY1,FAM SIZE RESPONDING 12/31 CPS FAMILY 19
FCSZY2,FAM SIZE RESPONDING 12/31 CPS FAMILY 20
FCSZY3,FAM SIZE RESPONDING 12/31 CPS FAMILY 21
FCSZY4,FAM SIZE RESPONDING 12/31 CPS FAMILY 22
FILEDRY1,HAS PERSON FILED A FED INCOME TAX RETURN 19
FILEDRY2,HAS PERSON FILED A FED INCOME TAX RETURN 20
FILEDRY3,HAS PERSON FILED A FED INCOME TAX RETURN 21
FILEDRY4,HAS PERSON FILED A FED INCOME TAX RETURN 22
FILERY1,PRIMARY OR SECONDARY FILER 19
FILERY2,PRIMARY OR SECONDARY FILER 20
FILERY3,PRIMARY OR SECONDARY FILER 21
FILERY4,PRIMARY OR SECONDARY FILER 22
FLSTATY1,PERSON'S FILING STATUS 19
FLSTATY2,PERSON'S FILING STATUS 20
FLSTATY3,PERSON'S FILING STATUS 21
FLSTATY4,PERSON'S FILING STATUS 22
FMRSY1,MEMBER OF RESPONDING 12/31 FAMILY 19
FMRSY2,MEMBER OF RESPONDING 12/31 FAMILY 20
FMRSY3,MEMBER OF RESPONDING 12/31 FAMILY 21
FMRSY4,MEMBER OF RESPONDING 12/31 FAMILY 22
FNGRDF1,DIFFICULTY USING FINGERS TO GRASP R1
FNGRDF3,DIFFICULTY USING FINGERS TO GRASP R3
FNGRDF5,DIFFICULTY USING FINGERS TO GRASP R5
FNGRDF7,DIFFICULTY USING FINGERS TO GRASP R7
FOODMNY1,NUMBER OF MONTHS FOOD STAMPS PURCHASED 19
FOODMNY2,NUMBER OF MONTHS FOOD STAMPS PURCHASED 20
FOODMNY3,NUMBER OF MONTHS FOOD STAMPS PURCHASED 21
FOODMNY4,NUMBER OF MONTHS FOOD STAMPS PURCHASED 22
FOODSTY1,DID ANYONE PURCHASE FOOD STAMPS 19
FOODSTY2,DID ANYONE PURCHASE FOOD STAMPS 20
FOODSTY3,DID ANYONE PURCHASE FOOD STAMPS 21
FOODSTY4,DID ANYONE PURCHASE FOOD STAMPS 22
FOODVLY1,MONTHLY VALUE OF FOOD STAMPS 19
FOODVLY2,MONTHLY VALUE OF FOOD STAMPS 20
FOODVLY3,MONTHLY VALUE OF FOOD STAMPS 21
FOODVLY4,MONTHLY VALUE OF FOOD STAMPS 22
FSAGT1,ANYONE IN RU HAVE FSA - R1
FSAGT3,ANYONE IN RU HAVE FSA - R3
FSAGT5,ANYONE IN RU HAVE FSA - R5
FSAGT7,ANYONE IN RU HAVE FSA - R7
FTSTU1X,STUDENT STATUS IF AGES 17-23 - R1
FTSTU2X,STUDENT STATUS IF AGES 17-23 - R2
FTSTU3X,STUDENT STATUS IF AGES 17-23 - R3
FTSTU4X,STUDENT STATUS IF AGES 17-23 - R4
FTSTU5X,STUDENT STATUS IF AGES 17-23 - R5
FTSTU6X,STUDENT STATUS IF AGES 17-23 - R6
FTSTU7X,STUDENT STATUS IF AGES 17-23 - R7
FTSTU8X,STUDENT STATUS IF AGES 17-23 - R8
FTSTU9X,STUDENT STATUS IF AGES 17-23 - R9
FTSTUY1X,STUDENT STATUS IF AGES 17-23 - 12/31/19
FTSTUY2X,STUDENT STATUS IF AGES 17-23 - 12/31/20
FTSTUY3X,STUDENT STATUS IF AGES 17-23 - 12/31/21
FTSTUY4X,STUDENT STATUS IF AGES 17-23 - 12/31/22
GENDRP2,IS PROVIDER MALE OR FEMALE-R2
GENDRP4,IS PROVIDER MALE OR FEMALE-R4
GENDRP6,IS PROVIDER MALE OR FEMALE-R6
GENDRP8,IS PROVIDER MALE OR FEMALE-R8
GETTRB2,PRBLM GETTING IN TROUBLE (5-17)-R2
GETTRB6,PRBLM GETTING IN TROUBLE (5-17)-R6
GOVAAT1,COV BY OTHER PUBLIC-ANY TIME IN R1
GOVAAT2,COV BY OTHER PUBLIC-ANY TIME IN R2
GOVAAT3,COV BY OTHER PUBLIC-ANY TIME IN R3
GOVAAT4,COV BY OTHER PUBLIC-ANY TIME IN R4
GOVAAT5,COV BY OTHER PUBLIC-ANY TIME IN R5
GOVAAT6,COV BY OTHER PUBLIC-ANY TIME IN R6
GOVAAT7,COV BY OTHER PUBLIC-ANY TIME IN R7
GOVAAT8,COV BY OTHER PUBLIC-ANY TIME IN R8
GOVAAT9,COV BY OTHER PUBLIC-ANY TIME IN R9
GOVAATY1,CV OTH PUB-ANY TME IN R3 TIL 12/31/19
GOVAATY2,CV OTH PUB-ANY TME IN R5 TIL 12/31/20
GOVAATY3,CV OTH PUB-ANY TME IN R7 TIL 12/31/21
GOVAATY4,CV OTH PUB-ANY TME IN R9 TIL 12/31/22
GOVBAT1,COV BY OTH PUB HMO-ANY TIME IN R1
GOVBAT2,COV BY OTH PUB HMO-ANY TIME IN R2
GOVBAT3,COV BY OTH PUB HMO-ANY TIME IN R3
GOVBAT4,COV BY OTH PUB HMO-ANY TIME IN R4
GOVBAT5,COV BY OTH PUB HMO-ANY TIME IN R5
GOVBAT6,COV BY OTH PUB HMO-ANY TIME IN R6
GOVBAT7,COV BY OTH PUB HMO-ANY TIME IN R7
GOVBAT8,COV BY OTH PUB HMO-ANY TIME IN R8
GOVBAT9,COV BY OTH PUB HMO-ANY TIME IN R9
GOVBATY1,COV OTH PB HMO-ANY TM R3 TIL 12/31/19
GOVBATY2,COV OTH PB HMO-ANY TM R5 TIL 12/31/20
GOVBATY3,COV OTH PB HMO-ANY TM R7 TIL 12/31/21
GOVBATY4,COV OTH PB HMO-ANY TM R9 TIL 12/31/22
GOVCAT1,CV BY OTH PUB PAYS PREM-ANY TIME IN R1
GOVCAT2,CV BY OTH PUB PAYS PREM-ANY TIME IN R2
GOVCAT3,CV BY OTH PUB PAYS PREM-ANY TIME IN R3
GOVCAT4,CV BY OTH PUB PAYS PREM-ANY TIME IN R4
GOVCAT5,CV BY OTH PUB PAYS PREM-ANY TIME IN R5
GOVCAT6,CV BY OTH PUB PAYS PREM-ANY TIME IN R6
GOVCAT7,CV BY OTH PUB PAYS PREM-ANY TIME IN R7
GOVCAT8,CV BY OTH PUB PAYS PREM-ANY TIME IN R8
GOVCAT9,CV BY OTH PUB PAYS PREM-ANY TIME IN R9
GOVCATY1,CV OTH PUB PAYS PREM- R3 TIL 12/31/19
GOVCATY2,CV OTH PUB PAYS PREM- R5 TIL 12/31/20
GOVCATY3,CV OTH PUB PAYS PREM- R7 TIL 12/31/21
GOVCATY4,CV OTH PUB PAYS PREM- R9 TIL 12/31/22
GOVTA1,COV BY OTHER PUBLIC COV - R1 INT DT
GOVTA2,COV BY OTHER PUBLIC COV - R2 INT DT
GOVTA3,COV BY OTHER PUBLIC COV - R3 INT DT
GOVTA4,COV BY OTHER PUBLIC COV - R4 INT DT
GOVTA5,COV BY OTHER PUBLIC COV - R5 INT DT
GOVTA6,COV BY OTHER PUBLIC COV - R6 INT DT
GOVTA7,COV BY OTHER PUBLIC COV - R7 INT DT
GOVTA8,COV BY OTHER PUBLIC COV - R8 INT DT
GOVTA9,COV BY OTHER PUBLIC COV - R9 INT DT
GOVTAY1,COV BY OTHER PUBLIC COV - 12/31/19
GOVTAY2,COV BY OTHER PUBLIC COV - 12/31/20
GOVTAY3,COV BY OTHER PUBLIC COV - 12/31/21
GOVTAY4,COV BY OTHER PUBLIC COV - 12/31/22
GOVTB1,COV BY OTH PUB HMO - R1 INT DT
GOVTB2,COV BY OTH PUB HMO - R2 INT DT
GOVTB3,COV BY OTH PUB HMO - R3 INT DT
GOVTB4,COV BY OTH PUB HMO - R4 INT DT
GOVTB5,COV BY OTH PUB HMO - R5 INT DT
GOVTB6,COV BY OTH PUB HMO - R6 INT DT
GOVTB7,COV BY OTH PUB HMO - R7 INT DT
GOVTB8,COV BY OTH PUB HMO - R8 INT DT
GOVTB9,COV BY OTH PUB HMO - R9 INT DT
GOVTBY1,COV BY OTH PUB HMO - 12/31/19
GOVTBY2,COV BY OTH PUB HMO - 12/31/20
GOVTBY3,COV BY OTH PUB HMO - 12/31/21
GOVTBY4,COV BY OTH PUB HMO - 12/31/22
GOVTC1,COV BY OTH PUB PAYS PREM - R1 INT DT
GOVTC2,COV BY OTH PUB PAYS PREM - R2 INT DT
GOVTC3,COV BY OTH PUB PAYS PREM - R3 INT DT
GOVTC4,COV BY OTH PUB PAYS PREM - R4 INT DT
GOVTC5,COV BY OTH PUB PAYS PREM - R5 INT DT
GOVTC6,COV BY OTH PUB PAYS PREM - R6 INT DT
GOVTC7,COV BY OTH PUB PAYS PREM - R7 INT DT
GOVTC8,COV BY OTH PUB PAYS PREM - R8 INT DT
GOVTC9,COV BY OTH PUB PAYS PREM - R9 INT DT
GOVTCY1,COV BY OTH PUB PAYS PREM - 12/31/19
GOVTCY2,COV BY OTH PUB PAYS PREM - 12/31/20
GOVTCY3,COV BY OTH PUB PAYS PREM - 12/31/21
GOVTCY4,COV BY OTH PUB PAYS PREM - 12/31/22
GVAAPY1,COV BY OTHER PUBLIC COVERAGE IN APR19
GVAAPY2,COV BY OTHER PUBLIC COVERAGE IN APR20
GVAAPY3,COV BY OTHER PUBLIC COVERAGE IN APR21
GVAAPY4,COV BY OTHER PUBLIC COVERAGE IN APR22
GVAAUY1,COV BY OTHER PUBLIC COVERAGE IN AUG19
GVAAUY2,COV BY OTHER PUBLIC COVERAGE IN AUG20
GVAAUY3,COV BY OTHER PUBLIC COVERAGE IN AUG21
GVAAUY4,COV BY OTHER PUBLIC COVERAGE IN AUG22
GVADEY1,COV BY OTHER PUBLIC COVERAGE IN DEC19
GVADEY2,COV BY OTHER PUBLIC COVERAGE IN DEC20
GVADEY3,COV BY OTHER PUBLIC COVERAGE IN DEC21
GVADEY4,COV BY OTHER PUBLIC COVERAGE IN DEC22
GVAEVY1,EVER HAVE OTHER PUBLIC DURING 2019
GVAEVY2,EVER HAVE OTHER PUBLIC DURING 2020
GVAEVY3,EVER HAVE OTHER PUBLIC DURING 2021
GVAEVY4,EVER HAVE OTHER PUBLIC DURING 2022
GVAFEY1,COV BY OTHER PUBLIC COVERAGE IN FEB19
GVAFEY2,COV BY OTHER PUBLIC COVERAGE IN FEB20
GVAFEY3,COV BY OTHER PUBLIC COVERAGE IN FEB21
GVAFEY4,COV BY OTHER PUBLIC COVERAGE IN FEB22
GVAJAY1,COV BY OTHER PUBLIC COVERAGE IN JAN19
GVAJAY2,COV BY OTHER PUBLIC COVERAGE IN JAN20
GVAJAY3,COV BY OTHER PUBLIC COVERAGE IN JAN21
GVAJAY4,COV BY OTHER PUBLIC COVERAGE IN JAN22
GVAJLY1,COV BY OTHER PUBLIC COVERAGE IN JUL19
GVAJLY2,COV BY OTHER PUBLIC COVERAGE IN JUL20
GVAJLY3,COV BY OTHER PUBLIC COVERAGE IN JUL21
GVAJLY4,COV BY OTHER PUBLIC COVERAGE IN JUL22
GVAJUY1,COV BY OTHER PUBLIC COVERAGE IN JUN19
GVAJUY2,COV BY OTHER PUBLIC COVERAGE IN JUN20
GVAJUY3,COV BY OTHER PUBLIC COVERAGE IN JUN21
GVAJUY4,COV BY OTHER PUBLIC COVERAGE IN JUN22
GVAMAY1,COV BY OTHER PUBLIC COVERAGE IN MAR19
GVAMAY2,COV BY OTHER PUBLIC COVERAGE IN MAR20
GVAMAY3,COV BY OTHER PUBLIC COVERAGE IN MAR21
GVAMAY4,COV BY OTHER PUBLIC COVERAGE IN MAR22
GVAMYY1,COV BY OTHER PUBLIC COVERAGE IN MAY19
GVAMYY2,COV BY OTHER PUBLIC COVERAGE IN MAY20
GVAMYY3,COV BY OTHER PUBLIC COVERAGE IN MAY21
GVAMYY4,COV BY OTHER PUBLIC COVERAGE IN MAY22
GVANOY1,COV BY OTHER PUBLIC COVERAGE IN NOV19
GVANOY2,COV BY OTHER PUBLIC COVERAGE IN NOV20
GVANOY3,COV BY OTHER PUBLIC COVERAGE IN NOV21
GVANOY4,COV BY OTHER PUBLIC COVERAGE IN NOV22
GVAOCY1,COV BY OTHER PUBLIC COVERAGE IN OCT19
GVAOCY2,COV BY OTHER PUBLIC COVERAGE IN OCT20
GVAOCY3,COV BY OTHER PUBLIC COVERAGE IN OCT21
GVAOCY4,COV BY OTHER PUBLIC COVERAGE IN OCT22
GVASEY1,COV BY OTHER PUBLIC COVERAGE IN SEP19
GVASEY2,COV BY OTHER PUBLIC COVERAGE IN SEP20
GVASEY3,COV BY OTHER PUBLIC COVERAGE IN SEP21
GVASEY4,COV BY OTHER PUBLIC COVERAGE IN SEP22
GVBAPY1,COV BY OTHER PUBLIC HMO IN APR19
GVBAPY2,COV BY OTHER PUBLIC HMO IN APR20
GVBAPY3,COV BY OTHER PUBLIC HMO IN APR21
GVBAPY4,COV BY OTHER PUBLIC HMO IN APR22
GVBAUY1,COV BY OTHER PUBLIC HMO IN AUG19
GVBAUY2,COV BY OTHER PUBLIC HMO IN AUG20
GVBAUY3,COV BY OTHER PUBLIC HMO IN AUG21
GVBAUY4,COV BY OTHER PUBLIC HMO IN AUG22
GVBDEY1,COV BY OTHER PUBLIC HMO IN DEC19
GVBDEY2,COV BY OTHER PUBLIC HMO IN DEC20
GVBDEY3,COV BY OTHER PUBLIC HMO IN DEC21
GVBDEY4,COV BY OTHER PUBLIC HMO IN DEC22
GVBEVY1,EVER HAVE OTHER PUBLIC HMO DURING 2019
GVBEVY2,EVER HAVE OTHER PUBLIC HMO DURING 2020
GVBEVY3,EVER HAVE OTHER PUBLIC HMO DURING 2021
GVBEVY4,EVER HAVE OTHER PUBLIC HMO DURING 2022
GVBFEY1,COV BY OTHER PUBLIC HMO IN FEB19
GVBFEY2,COV BY OTHER PUBLIC HMO IN FEB20
GVBFEY3,COV BY OTHER PUBLIC HMO IN FEB21
GVBFEY4,COV BY OTHER PUBLIC HMO IN FEB22
GVBJAY1,COV BY OTHER PUBLIC HMO IN JAN19
GVBJAY2,COV BY OTHER PUBLIC HMO IN JAN20
GVBJAY3,COV BY OTHER PUBLIC HMO IN JAN21
GVBJAY4,COV BY OTHER PUBLIC HMO IN JAN22
GVBJLY1,COV BY OTHER PUBLIC HMO IN JUL19
GVBJLY2,COV BY OTHER PUBLIC HMO IN JUL20
GVBJLY3,COV BY OTHER PUBLIC HMO IN JUL21
GVBJLY4,COV BY OTHER PUBLIC HMO IN JUL22
GVBJUY1,COV BY OTHER PUBLIC HMO IN JUN19
GVBJUY2,COV BY OTHER PUBLIC HMO IN JUN20
GVBJUY3,COV BY OTHER PUBLIC HMO IN JUN21
GVBJUY4,COV BY OTHER PUBLIC HMO IN JUN22
GVBMAY1,COV BY OTHER PUBLIC HMO IN MAR19
GVBMAY2,COV BY OTHER PUBLIC HMO IN MAR20
GVBMAY3,COV BY OTHER PUBLIC HMO IN MAR21
GVBMAY4,COV BY OTHER PUBLIC HMO IN MAR22
GVBMYY1,COV BY OTHER PUBLIC HMO IN MAY19
GVBMYY2,COV BY OTHER PUBLIC HMO IN MAY20
GVBMYY3,COV BY OTHER PUBLIC HMO IN MAY21
GVBMYY4,COV BY OTHER PUBLIC HMO IN MAY22
GVBNOY1,COV BY OTHER PUBLIC HMO IN NOV19
GVBNOY2,COV BY OTHER PUBLIC HMO IN NOV20
GVBNOY3,COV BY OTHER PUBLIC HMO IN NOV21
GVBNOY4,COV BY OTHER PUBLIC HMO IN NOV22
GVBOCY1,COV BY OTHER PUBLIC HMO IN OCT19
GVBOCY2,COV BY OTHER PUBLIC HMO IN OCT20
GVBOCY3,COV BY OTHER PUBLIC HMO IN OCT21
GVBOCY4,COV BY OTHER PUBLIC HMO IN OCT22
GVBSEY1,COV BY OTHER PUBLIC HMO IN SEP19
GVBSEY2,COV BY OTHER PUBLIC HMO IN SEP20
GVBSEY3,COV BY OTHER PUBLIC HMO IN SEP21
GVBSEY4,COV BY OTHER PUBLIC HMO IN SEP22
GVCAPY1,COV BY OTHER PUBLIC PAYS PREM IN APR19
GVCAPY2,COV BY OTHER PUBLIC PAYS PREM IN APR20
GVCAPY3,COV BY OTHER PUBLIC PAYS PREM IN APR21
GVCAPY4,COV BY OTHER PUBLIC PAYS PREM IN APR22
GVCAUY1,COV BY OTHER PUBLIC PAYS PREM IN AUG19
GVCAUY2,COV BY OTHER PUBLIC PAYS PREM IN AUG20
GVCAUY3,COV BY OTHER PUBLIC PAYS PREM IN AUG21
GVCAUY4,COV BY OTHER PUBLIC PAYS PREM IN AUG22
GVCDEY1,COV BY OTHER PUBLIC PAYS PREM IN DEC19
GVCDEY2,COV BY OTHER PUBLIC PAYS PREM IN DEC20
GVCDEY3,COV BY OTHER PUBLIC PAYS PREM IN DEC21
GVCDEY4,COV BY OTHER PUBLIC PAYS PREM IN DEC22
GVCEVY1,EVER HAVE OTH PUB PAYS PREM DURING 2019
GVCEVY2,EVER HAVE OTH PUB PAYS PREM DURING 2020
GVCEVY3,EVER HAVE OTH PUB PAYS PREM DURING 2021
GVCEVY4,EVER HAVE OTH PUB PAYS PREM DURING 2022
GVCFEY1,COV BY OTHER PUBLIC PAYS PREM IN FEB19
GVCFEY2,COV BY OTHER PUBLIC PAYS PREM IN FEB20
GVCFEY3,COV BY OTHER PUBLIC PAYS PREM IN FEB21
GVCFEY4,COV BY OTHER PUBLIC PAYS PREM IN FEB22
GVCJAY1,COV BY OTHER PUBLIC PAYS PREM IN JAN19
GVCJAY2,COV BY OTHER PUBLIC PAYS PREM IN JAN20
GVCJAY3,COV BY OTHER PUBLIC PAYS PREM IN JAN21
GVCJAY4,COV BY OTHER PUBLIC PAYS PREM IN JAN22
GVCJLY1,COV BY OTHER PUBLIC PAYS PREM IN JUL19
GVCJLY2,COV BY OTHER PUBLIC PAYS PREM IN JUL20
GVCJLY3,COV BY OTHER PUBLIC PAYS PREM IN JUL21
GVCJLY4,COV BY OTHER PUBLIC PAYS PREM IN JUL22
GVCJUY1,COV BY OTHER PUBLIC PAYS PREM IN JUN19
GVCJUY2,COV BY OTHER PUBLIC PAYS PREM IN JUN20
GVCJUY3,COV BY OTHER PUBLIC PAYS PREM IN JUN21
GVCJUY4,COV BY OTHER PUBLIC PAYS PREM IN JUN22
GVCMAY1,COV BY OTHER PUBLIC PAYS PREM IN MAR19
GVCMAY2,COV BY OTHER PUBLIC PAYS PREM IN MAR20
GVCMAY3,COV BY OTHER PUBLIC PAYS PREM IN MAR21
GVCMAY4,COV BY OTHER PUBLIC PAYS PREM IN MAR22
GVCMYY1,COV BY OTHER PUBLIC PAYS PREM IN MAY19
GVCMYY2,COV BY OTHER PUBLIC PAYS PREM IN MAY20
GVCMYY3,COV BY OTHER PUBLIC PAYS PREM IN MAY21
GVCMYY4,COV BY OTHER PUBLIC PAYS PREM IN MAY22
GVCNOY1,COV BY OTHER PUBLIC PAYS PREM IN NOV19
GVCNOY2,COV BY OTHER PUBLIC PAYS PREM IN NOV20
GVCNOY3,COV BY OTHER PUBLIC PAYS PREM IN NOV21
GVCNOY4,COV BY OTHER PUBLIC PAYS PREM IN NOV22
GVCOCY1,COV BY OTHER PUBLIC PAYS PREM IN OCT19
GVCOCY2,COV BY OTHER PUBLIC PAYS PREM IN OCT20
GVCOCY3,COV BY OTHER PUBLIC PAYS PREM IN OCT21
GVCOCY4,COV BY OTHER PUBLIC PAYS PREM IN OCT22
GVCSEY1,COV BY OTHER PUBLIC PAYS PREM IN SEP19
GVCSEY2,COV BY OTHER PUBLIC PAYS PREM IN SEP20
GVCSEY3,COV BY OTHER PUBLIC PAYS PREM IN SEP21
GVCSEY4,COV BY OTHER PUBLIC PAYS PREM IN SEP22
HASFSA1,PERSON IS FSA HOLDER - R1
HASFSA3,PERSON IS FSA HOLDER - R3
HASFSA5,PERSON IS FSA HOLDER - R5
HASFSA7,PERSON IS FSA HOLDER - R7
HAVEUS2,DOES PERSON HAVE USC PROVIDER-R2
HAVEUS4,DOES PERSON HAVE USC PROVIDER-R4
HAVEUS6,DOES PERSON HAVE USC PROVIDER-R6
HAVEUS8,DOES PERSON HAVE USC PROVIDER-R8
HAVFUN2,PROBLEM HAVING FUN (5-17) - R2
HAVFUN6,PROBLEM HAVING FUN (5-17) - R6
HELD1X,HEALTH INSUR HELD FROM R1 CMJ (ED)
HELD2X,HEALTH INSUR HELD FROM R2 CMJ (ED)
HELD3X,HEALTH INSUR HELD FROM R3 CMJ (ED)
HELD4X,HEALTH INSUR HELD FROM R4 CMJ (ED)
HELD5X,HEALTH INSUR HELD FROM R5 CMJ (ED)
HELD6X,HEALTH INSUR HELD FROM R6 CMJ (ED)
HELD7X,HEALTH INSUR HELD FROM R7 CMJ (ED)
HELD8X,HEALTH INSUR HELD FROM R8 CMJ (ED)
HELD9X,HEALTH INSUR HELD FROM R9 CMJ (ED)
HELMET4,DR ADVISE BIKE HELMET (2-17)-R4
HELMET8,DR ADVISE BIKE HELMET (2-17)-R8
HHAEXPY1,TOTAL HOME HEALTH AGENCY EXP 19
HHAEXPY2,TOTAL HOME HEALTH AGENCY EXP 20
HHAEXPY3,TOTAL HOME HEALTH AGENCY EXP 21
HHAEXPY4,TOTAL HOME HEALTH AGENCY EXP 22
HHAGDY1,# AGENCY HOME HEALTH PROVIDER DAYS 19
HHAGDY2,# AGENCY HOME HEALTH PROVIDER DAYS 20
HHAGDY3,# AGENCY HOME HEALTH PROVIDER DAYS 21
HHAGDY4,# AGENCY HOME HEALTH PROVIDER DAYS 22
HHAMCDY1,HOME HLTH AGENCY -MEDICAID AMT 19
HHAMCDY2,HOME HLTH AGENCY -MEDICAID AMT 20
HHAMCDY3,HOME HLTH AGENCY -MEDICAID AMT 21
HHAMCDY4,HOME HLTH AGENCY -MEDICAID AMT 22
HHAMCRY1,HOME HLTH AGENCY -MEDICARE AMT 19
HHAMCRY2,HOME HLTH AGENCY -MEDICARE AMT 20
HHAMCRY3,HOME HLTH AGENCY -MEDICARE AMT 21
HHAMCRY4,HOME HLTH AGENCY -MEDICARE AMT 22
HHAOFDY1,HOME HLTH AGENCY -OTHER FED AMT 19
HHAOFDY2,HOME HLTH AGENCY -OTHER FED AMT 20
HHAOFDY3,HOME HLTH AGENCY -OTHER FED AMT 21
HHAOFDY4,HOME HLTH AGENCY -OTHER FED AMT 22
HHAOSRY1,H HLTH AGENCY - OT UNCLASS SRCE AMT 19
HHAOSRY2,H HLTH AGENCY - OT UNCLASS SRCE AMT 20
HHAOSRY3,H HLTH AGENCY - OT UNCLASS SRCE AMT 21
HHAOSRY4,H HLTH AGENCY - OT UNCLASS SRCE AMT 22
HHAOTHY1,HOME HLTH AGENCY -OTH COMBINED AMT 19
HHAOTHY2,HOME HLTH AGENCY -OTH COMBINED AMT 20
HHAOTHY3,HOME HLTH AGENCY -OTH COMBINED AMT 21
HHAOTHY4,HOME HLTH AGENCY -OTH COMBINED AMT 22
HHAPRVY1,HOME HLTH AGENCY -PRIVATE INS AMT 19
HHAPRVY2,HOME HLTH AGENCY -PRIVATE INS AMT 20
HHAPRVY3,HOME HLTH AGENCY -PRIVATE INS AMT 21
