Variable,Description
P6ASN_3,P6 FSQ195 ASIAN - PERS 3
P6BLK_3,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 3
P6HPI_3,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 3
P6WHT_3,P6 FSQ195 WHITE - PERS 3
P6CUR_4,P6 FSQ010 CURRENT MEMB - PERS 4
P6REASL4,P6 FSQ015 REASON LEFT - PERS 4
P6PER_4,P6 FSQ020 PERSON TYPE - PERS 4
P6AGE_4,P6 FSQ030 AGE - PERS 4
P6SEX_4,P6 FSQ040 SEX - PERS 4
P6REL_4,P6 FSQ130 RELATION TO FOCAL CHD-PERS 4
P6MOM_4,P6 FSQ140 MOTHER TYPE - PERS 4
P6DAD_4,P6 FSQ150 FATHER TYPE - PERS 4
P6SIS_4,P6 FSQ160 SISTER TYPE - PERS 4
P6BRO_4,P6 FSQ170 BROTHER TYPE - PERS 4
P6UNR_4,P6 FSQ180 NONRELAT RELATION TYPE-PERS 4
P6HSP_4,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 4
P6AIA_4,P6 FSQ195 AMER IND/ALASKA NAT - PERS 4
P6ASN_4,P6 FSQ195 ASIAN - PERS 4
P6BLK_4,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 4
P6HPI_4,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 4
P6WHT_4,P6 FSQ195 WHITE - PERS 4
P6CUR_5,P6 FSQ010 CURRENT MEMB - PERS 5
P6REASL5,P6 FSQ015 REASON LEFT - PERS 5
P6PER_5,P6 FSQ020 PERSON TYPE - PERS 5
P6AGE_5,P6 FSQ030 AGE - PERS 5
P6SEX_5,P6 FSQ040 SEX - PERS 5
P6REL_5,P6 FSQ130 RELATION TO FOCAL CHD-PERS 5
P6MOM_5,P6 FSQ140 MOTHER TYPE - PERS 5
P6DAD_5,P6 FSQ150 FATHER TYPE - PERS 5
P6SIS_5,P6 FSQ160 SISTER TYPE - PERS 5
P6BRO_5,P6 FSQ170 BROTHER TYPE - PERS 5
P6UNR_5,P6 FSQ180 NONRELAT RELATION TYPE-PERS 5
P6HSP_5,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 5
P6AIA_5,P6 FSQ195 AMER IND/ALASKA NAT - PERS 5
P6ASN_5,P6 FSQ195 ASIAN - PERS 5
P6BLK_5,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 5
P6HPI_5,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 5
P6WHT_5,P6 FSQ195 WHITE - PERS 5
P6CUR_6,P6 FSQ010 CURRENT MEMB - PERS 6
P6REASL6,P6 FSQ015 REASON LEFT - PERS 6
P6PER_6,P6 FSQ020 PERSON TYPE - PERS 6
P6AGE_6,P6 FSQ030 AGE - PERS 6
P6SEX_6,P6 FSQ040 SEX - PERS 6
P6REL_6,P6 FSQ130 RELATION TO FOCAL CHD-PERS 6
P6MOM_6,P6 FSQ140 MOTHER TYPE - PERS 6
P6DAD_6,P6 FSQ150 FATHER TYPE - PERS 6
P6SIS_6,P6 FSQ160 SISTER TYPE - PERS 6
P6BRO_6,P6 FSQ170 BROTHER TYPE - PERS 6
P6UNR_6,P6 FSQ180 NONRELAT RELATION TYPE-PERS 6
P6HSP_6,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 6
P6AIA_6,P6 FSQ195 AMER IND/ALASKA NAT - PERS 6
P6ASN_6,P6 FSQ195 ASIAN - PERS 6
P6BLK_6,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 6
P6HPI_6,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 6
P6WHT_6,P6 FSQ195 WHITE - PERS 6
P6CUR_7,P6 FSQ010 CURRENT MEMB - PERS 7
P6REASL7,P6 FSQ015 REASON LEFT - PERS 7
P6PER_7,P6 FSQ020 PERSON TYPE - PERS 7
P6AGE_7,P6 FSQ030 AGE - PERS 7
P6SEX_7,P6 FSQ040 SEX - PERS 7
P6REL_7,P6 FSQ130 RELATION TO FOCAL CHD-PERS 7
P6MOM_7,P6 FSQ140 MOTHER TYPE - PERS 7
P6DAD_7,P6 FSQ150 FATHER TYPE - PERS 7
P6SIS_7,P6 FSQ160 SISTER TYPE - PERS 7
P6BRO_7,P6 FSQ170 BROTHER TYPE - PERS 7
P6UNR_7,P6 FSQ180 NONRELAT RELATION TYPE-PERS 7
P6HSP_7,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 7
P6AIA_7,P6 FSQ195 AMER IND/ALASKA NAT - PERS 7
P6ASN_7,P6 FSQ195 ASIAN - PERS 7
P6BLK_7,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 7
P6HPI_7,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 7
P6WHT_7,P6 FSQ195 WHITE - PERS 7
P6CUR_8,P6 FSQ010 CURRENT MEMB - PERS 8
P6REASL8,P6 FSQ015 REASON LEFT - PERS 8
P6PER_8,P6 FSQ020 PERSON TYPE - PERS 8
P6AGE_8,P6 FSQ030 AGE - PERS 8
P6SEX_8,P6 FSQ040 SEX - PERS 8
P6REL_8,P6 FSQ130 RELATION TO FOCAL CHD-PERS 8
P6MOM_8,P6 FSQ140 MOTHER TYPE - PERS 8
P6DAD_8,P6 FSQ150 FATHER TYPE - PERS 8
P6SIS_8,P6 FSQ160 SISTER TYPE - PERS 8
P6BRO_8,P6 FSQ170 BROTHER TYPE - PERS 8
P6UNR_8,P6 FSQ180 NONRELAT RELATION TYPE-PERS 8
P6HSP_8,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 8
P6AIA_8,P6 FSQ195 AMER IND/ALASKA NAT - PERS 8
P6ASN_8,P6 FSQ195 ASIAN - PERS 8
P6BLK_8,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 8
P6HPI_8,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 8
P6WHT_8,P6 FSQ195 WHITE - PERS 8
P6CUR_9,P6 FSQ010 CURRENT MEMB - PERS 9
P6REASL9,P6 FSQ015 REASON LEFT - PERS 9
P6PER_9,P6 FSQ020 PERSON TYPE - PERS 9
P6AGE_9,P6 FSQ030 AGE - PERS 9
P6SEX_9,P6 FSQ040 SEX - PERS 9
P6REL_9,P6 FSQ130 RELATION TO FOCAL CHD-PERS 9
P6MOM_9,P6 FSQ140 MOTHER TYPE - PERS 9
P6DAD_9,P6 FSQ150 FATHER TYPE - PERS 9
P6SIS_9,P6 FSQ160 SISTER TYPE - PERS 9
P6BRO_9,P6 FSQ170 BROTHER TYPE - PERS 9
P6UNR_9,P6 FSQ180 NONRELAT RELATION TYPE-PERS 9
P6HSP_9,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 9
P6AIA_9,P6 FSQ195 AMER IND/ALASKA NAT - PERS 9
P6ASN_9,P6 FSQ195 ASIAN - PERS 9
P6BLK_9,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 9
P6HPI_9,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 9
P6WHT_9,P6 FSQ195 WHITE - PERS 9
P6CUR_10,P6 FSQ010 CURRENT MEMB - PERS 10
P6REASL10,P6 FSQ015 REASON LEFT - PERS 10
P6PER_10,P6 FSQ020 PERSON TYPE - PERS 10
P6AGE_10,P6 FSQ030 AGE - PERS 10
P6SEX_10,P6 FSQ040 SEX - PERS 10
P6REL_10,P6 FSQ130 RELATION TO FOCAL CHD-PERS 10
P6MOM_10,P6 FSQ140 MOTHER TYPE - PERS 10
P6DAD_10,P6 FSQ150 FATHER TYPE - PERS 10
P6SIS_10,P6 FSQ160 SISTER TYPE - PERS 10
P6BRO_10,P6 FSQ170 BROTHER TYPE - PERS 10
P6UNR_10,P6 FSQ180 NONRELAT RELATION TYPE-PERS 10
P6HSP_10,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 10
P6AIA_10,P6 FSQ195 AMER IND/ALASKA NAT - PERS 10
P6ASN_10,P6 FSQ195 ASIAN - PERS 10
P6BLK_10,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 10
P6HPI_10,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 10
P6WHT_10,P6 FSQ195 WHITE - PERS 10
P6CUR_11,P6 FSQ010 CURRENT MEMB - PERS 11
P6REASL11,P6 FSQ015 REASON LEFT - PERS 11
P6PER_11,P6 FSQ020 PERSON TYPE - PERS 11
P6AGE_11,P6 FSQ030 AGE - PERS 11
P6SEX_11,P6 FSQ040 SEX - PERS 11
P6REL_11,P6 FSQ130 RELATION TO FOCAL CHD-PERS 11
P6MOM_11,P6 FSQ140 MOTHER TYPE - PERS 11
P6DAD_11,P6 FSQ150 FATHER TYPE - PERS 11
P6SIS_11,P6 FSQ160 SISTER TYPE - PERS 11
P6BRO_11,P6 FSQ170 BROTHER TYPE - PERS 11
P6UNR_11,P6 FSQ180 NONRELAT RELATION TYPE-PERS 11
P6HSP_11,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 11
P6AIA_11,P6 FSQ195 AMER IND/ALASKA NAT - PERS 11
P6ASN_11,P6 FSQ195 ASIAN - PERS 11
P6BLK_11,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 11
P6HPI_11,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 11
P6WHT_11,P6 FSQ195 WHITE - PERS 11
P6CUR_12,P6 FSQ010 CURRENT MEMB - PERS 12
P6REASL12,P6 FSQ015 REASON LEFT - PERS 12
P6PER_12,P6 FSQ020 PERSON TYPE - PERS 12
P6AGE_12,P6 FSQ030 AGE - PERS 12
P6SEX_12,P6 FSQ040 SEX - PERS 12
P6REL_12,P6 FSQ130 RELATION TO FOCAL CHD-PERS 12
P6MOM_12,P6 FSQ140 MOTHER TYPE - PERS 12
P6DAD_12,P6 FSQ150 FATHER TYPE - PERS 12
P6SIS_12,P6 FSQ160 SISTER TYPE - PERS 12
P6BRO_12,P6 FSQ170 BROTHER TYPE - PERS 12
P6UNR_12,P6 FSQ180 NONRELAT RELATION TYPE-PERS 12
P6HSP_12,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 12
P6AIA_12,P6 FSQ195 AMER IND/ALASKA NAT - PERS 12
P6ASN_12,P6 FSQ195 ASIAN - PERS 12
P6BLK_12,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 12
P6HPI_12,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 12
P6WHT_12,P6 FSQ195 WHITE - PERS 12
P6CUR_13,P6 FSQ010 CURRENT MEMB - PERS 13
P6REASL13,P6 FSQ015 REASON LEFT - PERS 13
P6PER_13,P6 FSQ020 PERSON TYPE - PERS 13
P6AGE_13,P6 FSQ030 AGE - PERS 13
P6SEX_13,P6 FSQ040 SEX - PERS 13
P6REL_13,P6 FSQ130 RELATION TO FOCAL CHD-PERS 13
P6MOM_13,P6 FSQ140 MOTHER TYPE - PERS 13
P6DAD_13,P6 FSQ150 FATHER TYPE - PERS 13
P6SIS_13,P6 FSQ160 SISTER TYPE - PERS 13
P6BRO_13,P6 FSQ170 BROTHER TYPE - PERS 13
P6UNR_13,P6 FSQ180 NONRELAT RELATION TYPE-PERS 13
P6HSP_13,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 13
P6AIA_13,P6 FSQ195 AMER IND/ALASKA NAT - PERS 13
P6ASN_13,P6 FSQ195 ASIAN - PERS 13
P6BLK_13,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 13
P6HPI_13,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 13
P6WHT_13,P6 FSQ195 WHITE - PERS 13
P6CUR_14,P6 FSQ010 CURRENT MEMB - PERS 14
P6REASL14,P6 FSQ015 REASON LEFT - PERS 14
P6PER_14,P6 FSQ020 PERSON TYPE - PERS 14
P6AGE_14,P6 FSQ030 AGE - PERS 14
P6SEX_14,P6 FSQ040 SEX - PERS 14
P6REL_14,P6 FSQ130 RELATION TO FOCAL CHD-PERS 14
P6MOM_14,P6 FSQ140 MOTHER TYPE - PERS 14
P6DAD_14,P6 FSQ150 FATHER TYPE - PERS 14
P6SIS_14,P6 FSQ160 SISTER TYPE - PERS 14
P6BRO_14,P6 FSQ170 BROTHER TYPE - PERS 14
P6UNR_14,P6 FSQ180 NONRELAT RELATION TYPE-PERS 14
P6HSP_14,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 14
P6AIA_14,P6 FSQ195 AMER IND/ALASKA NAT - PERS 14
P6ASN_14,P6 FSQ195 ASIAN - PERS 14
P6BLK_14,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 14
P6HPI_14,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 14
P6WHT_14,P6 FSQ195 WHITE - PERS 14
P6CUR_15,P6 FSQ010 CURRENT MEMB - PERS 15
P6REASL15,P6 FSQ015 REASON LEFT - PERS 15
P6PER_15,P6 FSQ020 PERSON TYPE - PERS 15
P6AGE_15,P6 FSQ030 AGE - PERS 15
P6SEX_15,P6 FSQ040 SEX - PERS 15
P6REL_15,P6 FSQ130 RELATION TO FOCAL CHD-PERS 15
P6MOM_15,P6 FSQ140 MOTHER TYPE - PERS 15
P6DAD_15,P6 FSQ150 FATHER TYPE - PERS 15
P6SIS_15,P6 FSQ160 SISTER TYPE - PERS 15
P6BRO_15,P6 FSQ170 BROTHER TYPE - PERS 15
P6UNR_15,P6 FSQ180 NONRELAT RELATION TYPE-PERS 15
P6HSP_15,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 15
P6AIA_15,P6 FSQ195 AMER IND/ALASKA NAT - PERS 15
P6ASN_15,P6 FSQ195 ASIAN - PERS 15
P6BLK_15,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 15
P6HPI_15,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 15
P6WHT_15,P6 FSQ195 WHITE - PERS 15
P6CUR_16,P6 FSQ010 CURRENT MEMB - PERS 16
P6REASL16,P6 FSQ015 REASON LEFT - PERS 16
P6PER_16,P6 FSQ020 PERSON TYPE - PERS 16
P6AGE_16,P6 FSQ030 AGE - PERS 16
P6SEX_16,P6 FSQ040 SEX - PERS 16
P6REL_16,P6 FSQ130 RELATION TO FOCAL CHD-PERS 16
P6MOM_16,P6 FSQ140 MOTHER TYPE - PERS 16
P6DAD_16,P6 FSQ150 FATHER TYPE - PERS 16
P6SIS_16,P6 FSQ160 SISTER TYPE - PERS 16
P6BRO_16,P6 FSQ170 BROTHER TYPE - PERS 16
P6UNR_16,P6 FSQ180 NONRELAT RELATION TYPE-PERS 16
P6HSP_16,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 16
P6AIA_16,P6 FSQ195 AMER IND/ALASKA NAT - PERS 16
P6ASN_16,P6 FSQ195 ASIAN - PERS 16
P6BLK_16,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 16
P6HPI_16,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 16
P6WHT_16,P6 FSQ195 WHITE - PERS 16
P6CUR_17,P6 FSQ010 CURRENT MEMB - PERS 17
P6REASL17,P6 FSQ015 REASON LEFT - PERS 17
P6PER_17,P6 FSQ020 PERSON TYPE - PERS 17
P6AGE_17,P6 FSQ030 AGE - PERS 17
P6SEX_17,P6 FSQ040 SEX - PERS 17
P6REL_17,P6 FSQ130 RELATION TO FOCAL CHD-PERS 17
P6MOM_17,P6 FSQ140 MOTHER TYPE - PERS 17
P6DAD_17,P6 FSQ150 FATHER TYPE - PERS 17
P6SIS_17,P6 FSQ160 SISTER TYPE - PERS 17
P6BRO_17,P6 FSQ170 BROTHER TYPE - PERS 17
P6UNR_17,P6 FSQ180 NONRELAT RELATION TYPE-PERS 17
P6HSP_17,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 17
P6AIA_17,P6 FSQ195 AMER IND/ALASKA NAT - PERS 17
P6ASN_17,P6 FSQ195 ASIAN - PERS 17
P6BLK_17,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 17
P6HPI_17,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 17
P6WHT_17,P6 FSQ195 WHITE - PERS 17
P6CUR_18,P6 FSQ010 CURRENT MEMB - PERS 18
P6REASL18,P6 FSQ015 REASON LEFT - PERS 18
P6PER_18,P6 FSQ020 PERSON TYPE - PERS 18
P6AGE_18,P6 FSQ030 AGE - PERS 18
P6SEX_18,P6 FSQ040 SEX - PERS 18
P6REL_18,P6 FSQ130 RELATION TO FOCAL CHD-PERS 18
P6MOM_18,P6 FSQ140 MOTHER TYPE - PERS 18
P6DAD_18,P6 FSQ150 FATHER TYPE - PERS 18
P6SIS_18,P6 FSQ160 SISTER TYPE - PERS 18
P6BRO_18,P6 FSQ170 BROTHER TYPE - PERS 18
P6UNR_18,P6 FSQ180 NONRELAT RELATION TYPE-PERS 18
P6HSP_18,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 18
P6AIA_18,P6 FSQ195 AMER IND/ALASKA NAT - PERS 18
P6ASN_18,P6 FSQ195 ASIAN - PERS 18
P6BLK_18,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 18
P6HPI_18,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 18
P6WHT_18,P6 FSQ195 WHITE - PERS 18
P6CUR_19,P6 FSQ010 CURRENT MEMB - PERS 19
P6REASL19,P6 FSQ015 REASON LEFT - PERS 19
P6PER_19,P6 FSQ020 PERSON TYPE - PERS 19
P6AGE_19,P6 FSQ030 AGE - PERS 19
P6SEX_19,P6 FSQ040 SEX - PERS 19
P6REL_19,P6 FSQ130 RELATION TO FOCAL CHD-PERS 19
P6MOM_19,P6 FSQ140 MOTHER TYPE - PERS 19
P6DAD_19,P6 FSQ150 FATHER TYPE - PERS 19
P6SIS_19,P6 FSQ160 SISTER TYPE - PERS 19
P6BRO_19,P6 FSQ170 BROTHER TYPE - PERS 19
P6UNR_19,P6 FSQ180 NONRELAT RELATION TYPE-PERS 19
P6HSP_19,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 19
P6AIA_19,P6 FSQ195 AMER IND/ALASKA NAT - PERS 19
P6ASN_19,P6 FSQ195 ASIAN - PERS 19
P6BLK_19,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 19
P6HPI_19,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 19
P6WHT_19,P6 FSQ195 WHITE - PERS 19
P6CUR_20,P6 FSQ010 CURRENT MEMB - PERS 20
P6REASL20,P6 FSQ015 REASON LEFT - PERS 20
P6PER_20,P6 FSQ020 PERSON TYPE - PERS 20
P6AGE_20,P6 FSQ030 AGE - PERS 20
P6SEX_20,P6 FSQ040 SEX - PERS 20
P6REL_20,P6 FSQ130 RELATION TO FOCAL CHD-PERS 20
P6MOM_20,P6 FSQ140 MOTHER TYPE - PERS 20
P6DAD_20,P6 FSQ150 FATHER TYPE - PERS 20
P6SIS_20,P6 FSQ160 SISTER TYPE - PERS 20
P6BRO_20,P6 FSQ170 BROTHER TYPE - PERS 20
P6UNR_20,P6 FSQ180 NONRELAT RELATION TYPE-PERS 20
P6HSP_20,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 20
P6AIA_20,P6 FSQ195 AMER IND/ALASKA NAT - PERS 20
P6ASN_20,P6 FSQ195 ASIAN - PERS 20
P6BLK_20,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 20
P6HPI_20,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 20
P6WHT_20,P6 FSQ195 WHITE - PERS 20
P6CUR_21,P6 FSQ010 CURRENT MEMB - PERS 21
P6REASL21,P6 FSQ015 REASON LEFT - PERS 21
P6PER_21,P6 FSQ020 PERSON TYPE - PERS 21
P6AGE_21,P6 FSQ030 AGE - PERS 21
P6SEX_21,P6 FSQ040 SEX - PERS 21
P6REL_21,P6 FSQ130 RELATION TO FOCAL CHD-PERS 21
P6MOM_21,P6 FSQ140 MOTHER TYPE - PERS 21
P6DAD_21,P6 FSQ150 FATHER TYPE - PERS 21
P6SIS_21,P6 FSQ160 SISTER TYPE - PERS 21
P6BRO_21,P6 FSQ170 BROTHER TYPE - PERS 21
P6UNR_21,P6 FSQ180 NONRELAT RELATION TYPE-PERS 21
P6HSP_21,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 21
P6AIA_21,P6 FSQ195 AMER IND/ALASKA NAT - PERS 21
P6ASN_21,P6 FSQ195 ASIAN - PERS 21
P6BLK_21,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 21
P6HPI_21,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 21
P6WHT_21,P6 FSQ195 WHITE - PERS 21
P6CUR_22,P6 FSQ010 CURRENT MEMB - PERS 22
P6REASL22,P6 FSQ015 REASON LEFT - PERS 22
P6PER_22,P6 FSQ020 PERSON TYPE - PERS 22
P6AGE_22,P6 FSQ030 AGE - PERS 22
P6SEX_22,P6 FSQ040 SEX - PERS 22
P6REL_22,P6 FSQ130 RELATION TO FOCAL CHD-PERS 22
P6MOM_22,P6 FSQ140 MOTHER TYPE - PERS 22
P6DAD_22,P6 FSQ150 FATHER TYPE - PERS 22
P6SIS_22,P6 FSQ160 SISTER TYPE - PERS 22
P6BRO_22,P6 FSQ170 BROTHER TYPE - PERS 22
P6UNR_22,P6 FSQ180 NONRELAT RELATION TYPE-PERS 22
P6HSP_22,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 22
P6AIA_22,P6 FSQ195 AMER IND/ALASKA NAT - PERS 22
P6ASN_22,P6 FSQ195 ASIAN - PERS 22
P6BLK_22,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 22
P6HPI_22,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 22
P6WHT_22,P6 FSQ195 WHITE - PERS 22
P6CUR_23,P6 FSQ010 CURRENT MEMB - PERS 23
P6REASL23,P6 FSQ015 REASON LEFT - PERS 23
P6PER_23,P6 FSQ020 PERSON TYPE - PERS 23
P6AGE_23,P6 FSQ030 AGE - PERS 23
P6SEX_23,P6 FSQ040 SEX - PERS 23
P6REL_23,P6 FSQ130 RELATION TO FOCAL CHD-PERS 23
P6MOM_23,P6 FSQ140 MOTHER TYPE - PERS 23
P6DAD_23,P6 FSQ150 FATHER TYPE - PERS 23
P6SIS_23,P6 FSQ160 SISTER TYPE - PERS 23
P6BRO_23,P6 FSQ170 BROTHER TYPE - PERS 23
P6UNR_23,P6 FSQ180 NONRELAT RELATION TYPE-PERS 23
P6HSP_23,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 23
P6AIA_23,P6 FSQ195 AMER IND/ALASKA NAT - PERS 23
P6ASN_23,P6 FSQ195 ASIAN - PERS 23
P6BLK_23,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 23
P6HPI_23,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 23
P6WHT_23,P6 FSQ195 WHITE - PERS 23
P6CUR_24,P6 FSQ010 CURRENT MEMB - PERS 24
P6REASL24,P6 FSQ015 REASON LEFT - PERS 24
P6PER_24,P6 FSQ020 PERSON TYPE - PERS 24
P6AGE_24,P6 FSQ030 AGE - PERS 24
P6SEX_24,P6 FSQ040 SEX - PERS 24
P6REL_24,P6 FSQ130 RELATION TO FOCAL CHD-PERS 24
P6MOM_24,P6 FSQ140 MOTHER TYPE - PERS 24
P6DAD_24,P6 FSQ150 FATHER TYPE - PERS 24
P6SIS_24,P6 FSQ160 SISTER TYPE - PERS 24
P6BRO_24,P6 FSQ170 BROTHER TYPE - PERS 24
P6UNR_24,P6 FSQ180 NONRELAT RELATION TYPE-PERS 24
P6HSP_24,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 24
P6AIA_24,P6 FSQ195 AMER IND/ALASKA NAT - PERS 24
P6ASN_24,P6 FSQ195 ASIAN - PERS 24
P6BLK_24,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 24
P6HPI_24,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 24
P6WHT_24,P6 FSQ195 WHITE - PERS 24
P6CUR_25,P6 FSQ010 CURRENT MEMB - PERS 25
P6REASL25,P6 FSQ015 REASON LEFT - PERS 25
P6PER_25,P6 FSQ020 PERSON TYPE - PERS 25
P6AGE_25,P6 FSQ030 AGE - PERS 25
P6SEX_25,P6 FSQ040 SEX - PERS 25
P6REL_25,P6 FSQ130 RELATION TO FOCAL CHD-PERS 25
P6MOM_25,P6 FSQ140 MOTHER TYPE - PERS 25
P6DAD_25,P6 FSQ150 FATHER TYPE - PERS 25
P6SIS_25,P6 FSQ160 SISTER TYPE - PERS 25
P6BRO_25,P6 FSQ170 BROTHER TYPE - PERS 25
P6UNR_25,P6 FSQ180 NONRELAT RELATION TYPE-PERS 25
P6HSP_25,P6 FSQ190 HISP/LATINO (ANY RACE)-PERS 25
P6AIA_25,P6 FSQ195 AMER IND/ALASKA NAT - PERS 25
P6ASN_25,P6 FSQ195 ASIAN - PERS 25
P6BLK_25,P6 FSQ195 BLACK/AFRICAN AMERICAN-PERS 25
P6HPI_25,P6 FSQ195 NAT HAWAIIAN/PAC ISL - PERS 25
P6WHT_25,P6 FSQ195 WHITE - PERS 25
P6PARTNR,P6 FSQ110 RESPONDENT HAS SPOUSE/PARTNER
P6SPOUSE,P6 FSQ120 RESP SPOUSE/PARTNER PERSON #
P6CHGRESPREL,P6 FSQ121 CHG IN RESPONDENT REL TO CHILD
P6CHGSPSPREL,P6 FSQ122 CHG IN SPOUSE/PRTNR REL TO CHD
P6CURMAR,P6 FSQ200 CURRENT MARITAL STATUS
P6PARCT1,P6 FSQ212 PARENT 1'S HOME COUNTRY
P6PAREM1,P6 FSQ213 AGE PARENT 1 MOVED TO US
P6PARCT2,P6 FSQ212 PARENT 2'S HOME COUNTRY
P6PAREM2,P6 FSQ213 AGE PARENT 2 MOVED TO US
P6SINGLL,P6 PLQ005 SAME SINGLE LANG SPOKEN @ HOME
P6PRIMRL,P6 PLQ010 SAME PRIMRY LANG SPOKEN @ HOME
P6ANYLNG,P6 PLQ020 NONENG LANGUAGE USED AT HOME
P6ENGTOO,P6 PLQ030 ENGLISH ALSO USED AT HOME
P6ARABIC,P6 PLQ040 OTHER LANGUAGE - ARABIC
P6CHINES,P6 PLQ040 OTHER LANGUAGE - CHINESE
P6FLPNO,P6 PLQ040 OTHER LANGUAGE - FILIPINO
P6FRENCH,P6 PLQ040 OTHER LANGUAGE - FRENCH
P6GERMAN,P6 PLQ040 OTHER LANGUAGE - GERMAN
P6GREEK,P6 PLQ040 OTHER LANGUAGE - GREEK
P6ITALN,P6 PLQ040 OTHER LANGUAGE - ITALIAN
P6JAPNES,P6 PLQ040 OTHER LANGUAGE - JAPANESE
P6KOREAN,P6 PLQ040 OTHER LANGUAGE - KOREAN
P6POLISH,P6 PLQ040 OTHER LANGUAGE - POLISH
P6PORTUG,P6 PLQ040 OTHER LANGUAGE - PORTUGUESE
P6SPANSH,P6 PLQ040 OTHER LANGUAGE - SPANISH
P6VIETNM,P6 PLQ040 OTHER LANGUAGE - VIETNAMESE
P6FARSI,P6 PLQ040 OTHER LANGUAGE - FARSI
P6HMONG,P6 PLQ040 OTHER LANGUAGE - HMONG
P6SIGNLG,P6 PLQ040 OTHER LANGUAGE - SIGN LANG
P6AFRLNG,P6 PLQ040 OTHER LANGUAGE - AFRICAN LANG
P6EASTEUR,P6 PLQ040 OTHER LANGUAGE - EASTRN EUROPN
P6NATVAM,P6 PLQ040 OTHER LANGUAGE - NATIVE AMER
P6MIDEST,P6 PLQ040 OTHER LANGUAGE - MIDDLE EASTRN
P6WSTEUR,P6 PLQ040 OTHER LANGUAGE - WESTRN EUROPN
