Variable,Description
ENDRFY1,R1 REFERENCE PERIOD END DATE: YEAR
ENDRFY2,R2 REFERENCE PERIOD END DATE: YEAR
ENDRFY3,R3 REFERENCE PERIOD END DATE: YEAR
ENDRFY4,R4 REFERENCE PERIOD END DATE: YEAR
ENDRFY5,R5 REFERENCE PERIOD END DATE: YEAR
ENDRFY6,R6 REFERENCE PERIOD END DATE: YEAR
ENDRFY7,R7 REFERENCE PERIOD END DATE: YEAR
ENDRFY8,R8 REFERENCE PERIOD END DATE: YEAR
ENDRFY9,R9 REFERENCE PERIOD END DATE: YEAR
ENDRFYY1,2018 REFERENCE PERIOD END DATE: YEAR
ENDRFYY2,2019 REFERENCE PERIOD END DATE: YEAR
ENDRFYY3,2020 REFERENCE PERIOD END DATE: YEAR
ENDRFYY4,2021 REFERENCE PERIOD END DATE: YEAR
ENTRSRVY,ENTERED SURVEY AFTER IT BEGAN
ERDEXPY1,TOTAL EMERGENCY ROOM DR EXP 18
ERDEXPY2,TOTAL EMERGENCY ROOM DR EXP 19
ERDEXPY3,TOTAL EMERGENCY ROOM DR EXP 20
ERDEXPY4,TOTAL EMERGENCY ROOM DR EXP 21
ERDMCDY1,ER-MEDICAID AMT - DR 18
ERDMCDY2,ER-MEDICAID AMT - DR 19
ERDMCDY3,ER-MEDICAID AMT - DR 20
ERDMCDY4,ER-MEDICAID AMT - DR 21
ERDMCRY1,ER-MEDICARE AMT - DR 18
ERDMCRY2,ER-MEDICARE AMT - DR 19
ERDMCRY3,ER-MEDICARE AMT - DR 20
ERDMCRY4,ER-MEDICARE AMT - DR 21
ERDOFDY1,ER-OTHER FED AMT - DR 18
ERDOFDY2,ER-OTHER FED AMT - DR 19
ERDOFDY3,ER-OTHER FED AMT - DR 20
ERDOFDY4,ER-OTHER FED AMT - DR 21
ERDOPRY1,ER - OTHER PRIVATE AMT - DR 18
ERDOPUY1,ER - OTHER PUBLIC AMT - DR 18
ERDOSRY1,ER-OTH UNCLASS SRCE AMT - DR 18
ERDOSRY2,ER-OTH UNCLASS SRCE AMT - DR 19
ERDOSRY3,ER-OTH UNCLASS SRCE AMT - DR 20
ERDOSRY4,ER-OTH UNCLASS SRCE AMT - DR 21
ERDOTHY1,ER-OTH COMBINED AMT - DR 18
ERDOTHY2,ER-OTH COMBINED AMT - DR 19
ERDOTHY3,ER-OTH COMBINED AMT - DR 20
ERDOTHY4,ER-OTH COMBINED AMT - DR 21
ERDPRVY1,ER-PRIVATE INS AMT - DR 18
ERDPRVY2,ER-PRIVATE INS AMT - DR 19
ERDPRVY3,ER-PRIVATE INS AMT - DR 20
ERDPRVY4,ER-PRIVATE INS AMT - DR 21
ERDPTRY1,ER-PRV & TRI AMT - DR 18
ERDPTRY2,ER-PRV & TRI AMT - DR 19
ERDPTRY3,ER-PRV & TRI AMT - DR 20
ERDPTRY4,ER-PRV & TRI AMT - DR 21
ERDSLFY1,ER-SELF/FAMILY AMT - DR 18
ERDSLFY2,ER-SELF/FAMILY AMT - DR 19
ERDSLFY3,ER-SELF/FAMILY AMT - DR 20
ERDSLFY4,ER-SELF/FAMILY AMT - DR 21
ERDSTLY1,ER-OTH ST/LOCAL AMT - DR 18
ERDSTLY2,ER-OTH ST/LOCAL AMT - DR 19
ERDSTLY3,ER-OTH ST/LOCAL AMT - DR 20
ERDSTLY4,ER-OTH ST/LOCAL AMT - DR 21
ERDTCHY1,ER DOCTOR VISIT CHARGES 18
ERDTCHY2,ER DOCTOR VISIT CHARGES 19
ERDTCHY3,ER DOCTOR VISIT CHARGES 20
ERDTCHY4,ER DOCTOR VISIT CHARGES 21
ERDTRIY1,ER-TRICARE AMT - DR 18
ERDTRIY2,ER-TRICARE AMT - DR 19
ERDTRIY3,ER-TRICARE AMT - DR 20
ERDTRIY4,ER-TRICARE AMT - DR 21
ERDVAY1,ER-VA/CHAMPVA AMT - DR 18
ERDVAY2,ER-VA/CHAMPVA AMT - DR 19
ERDVAY3,ER-VA/CHAMPVA AMT - DR 20
ERDVAY4,ER-VA/CHAMPVA AMT - DR 21
ERDWCPY1,ER-WORKERS COMP AMT - DR 18
ERDWCPY2,ER-WORKERS COMP AMT - DR 19
ERDWCPY3,ER-WORKERS COMP AMT - DR 20
ERDWCPY4,ER-WORKERS COMP AMT - DR 21
ERFEXPY1,TOTAL ER FACILITY EXP 18
ERFEXPY2,TOTAL ER FACILITY EXP 19
ERFEXPY3,TOTAL ER FACILITY EXP 20
ERFEXPY4,TOTAL ER FACILITY EXP 21
ERFMCDY1,ER-MEDICAID AMT - FAC 18
ERFMCDY2,ER-MEDICAID AMT - FAC 19
ERFMCDY3,ER-MEDICAID AMT - FAC 20
ERFMCDY4,ER-MEDICAID AMT - FAC 21
ERFMCRY1,ER-MEDICARE AMT - FAC 18
ERFMCRY2,ER-MEDICARE AMT - FAC 19
ERFMCRY3,ER-MEDICARE AMT - FAC 20
ERFMCRY4,ER-MEDICARE AMT - FAC 21
ERFOFDY1,ER-OTHER FEDERAL AMT - FAC 18
ERFOFDY2,ER-OTHER FEDERAL AMT - FAC 19
ERFOFDY3,ER-OTHER FEDERAL AMT - FAC 20
ERFOFDY4,ER-OTHER FEDERAL AMT - FAC 21
ERFOPRY1,ER-OTHER PRIVATE AMT - FAC 18
ERFOPUY1,ER-OTHER PUBLIC AMT - FAC 18
ERFOSRY1,ER-OTH UNCLASS SRCE AMT - FAC 18
ERFOSRY2,ER-OTH UNCLASS SRCE AMT - FAC 19
ERFOSRY3,ER-OTH UNCLASS SRCE AMT - FAC 20
ERFOSRY4,ER-OTH UNCLASS SRCE AMT - FAC 21
ERFOTHY1,ER-OTH COMBINED AMT - FAC 18
ERFOTHY2,ER-OTH COMBINED AMT - FAC 19
ERFOTHY3,ER-OTH COMBINED AMT - FAC 20
ERFOTHY4,ER-OTH COMBINED AMT - FAC 21
ERFPRVY1,ER-PRIVATE INS AMT - FAC 18
ERFPRVY2,ER-PRIVATE INS AMT - FAC 19
ERFPRVY3,ER-PRIVATE INS AMT - FAC 20
ERFPRVY4,ER-PRIVATE INS AMT - FAC 21
ERFPTRY1,ER-PRV & TRI AMT - FAC 18
ERFPTRY2,ER-PRV & TRI AMT - FAC 19
ERFPTRY3,ER-PRV & TRI AMT - FAC 20
ERFPTRY4,ER-PRV & TRI AMT - FAC 21
ERFSLFY1,ER-SELF/FAMILY AMT - FAC 18
ERFSLFY2,ER-SELF/FAMILY AMT - FAC 19
ERFSLFY3,ER-SELF/FAMILY AMT - FAC 20
ERFSLFY4,ER-SELF/FAMILY AMT - FAC 21
ERFSTLY1,ER-OTH ST/LOCAL AMT - FAC 18
ERFSTLY2,ER-OTH ST/LOCAL AMT - FAC 19
ERFSTLY3,ER-OTH ST/LOCAL AMT - FAC 20
ERFSTLY4,ER-OTH ST/LOCAL AMT - FAC 21
ERFTCHY1,ER FACILITY VISIT CHARGES 18
ERFTCHY2,ER FACILITY VISIT CHARGES 19
ERFTCHY3,ER FACILITY VISIT CHARGES 20
ERFTCHY4,ER FACILITY VISIT CHARGES 21
ERFTRIY1,ER-TRICARE AMT - FAC 18
ERFTRIY2,ER-TRICARE AMT - FAC 19
ERFTRIY3,ER-TRICARE AMT - FAC 20
ERFTRIY4,ER-TRICARE AMT - FAC 21
ERFVAY1,ER-VA/CHAMPVA AMT - FAC 18
ERFVAY2,ER-VA/CHAMPVA AMT - FAC 19
ERFVAY3,ER-VA/CHAMPVA AMT - FAC 20
ERFVAY4,ER-VA/CHAMPVA AMT - FAC 21
ERFWCPY1,ER-WORKERS COMP AMT - FAC 18
ERFWCPY2,ER-WORKERS COMP AMT - FAC 19
ERFWCPY3,ER-WORKERS COMP AMT - FAC 20
ERFWCPY4,ER-WORKERS COMP AMT - FAC 21
ERTEXPY1,TOTAL ER FACILITY + DR EXP 18
ERTEXPY2,TOTAL ER FACILITY + DR EXP 19
ERTEXPY3,TOTAL ER FACILITY + DR EXP 20
ERTEXPY4,TOTAL ER FACILITY + DR EXP 21
ERTMCDY1,ER -MEDICAID AMT-(FAC+DR) 18
ERTMCDY2,ER -MEDICAID AMT-(FAC+DR) 19
ERTMCDY3,ER -MEDICAID AMT-(FAC+DR) 20
ERTMCDY4,ER -MEDICAID AMT-(FAC+DR) 21
ERTMCRY1,ER -MEDICARE AMT-(FAC+DR) 18
ERTMCRY2,ER -MEDICARE AMT-(FAC+DR) 19
ERTMCRY3,ER -MEDICARE AMT-(FAC+DR) 20
ERTMCRY4,ER -MEDICARE AMT-(FAC+DR) 21
ERTOFDY1,ER -OTHER FED AMT-(FAC+DR) 18
ERTOFDY2,ER -OTHER FED AMT-(FAC+DR) 19
ERTOFDY3,ER -OTHER FED AMT-(FAC+DR) 20
ERTOFDY4,ER -OTHER FED AMT-(FAC+DR) 21
ERTOPRY1,ER-OTH PRIVATE AMT-(FAC+DR) 18
ERTOPUY1,ER-OTH PUBLIC AMT-(FAC+DR) 18
ERTOSRY1,ER -OTH UNCLASS SRCE AMT-(FAC+DR) 18
ERTOSRY2,ER -OTH UNCLASS SRCE AMT-(FAC+DR) 19
ERTOSRY3,ER -OTH UNCLASS SRCE AMT-(FAC+DR) 20
ERTOSRY4,ER -OTH UNCLASS SRCE AMT-(FAC+DR) 21
ERTOTHY1,ER -OTH COMBINED AMT (FAC+DR) 18
ERTOTHY2,ER -OTH COMBINED AMT (FAC+DR) 19
ERTOTHY3,ER -OTH COMBINED AMT (FAC+DR) 20
ERTOTHY4,ER -OTH COMBINED AMT (FAC+DR) 21
ERTOTY1,# EMERGENCY ROOM VISITS 18
ERTOTY2,# EMERGENCY ROOM VISITS 19
ERTOTY3,# EMERGENCY ROOM VISITS 20
ERTOTY4,# EMERGENCY ROOM VISITS 21
ERTPRVY1,ER -PRIV INS AMT-(FAC+DR) 18
ERTPRVY2,ER -PRIV INS AMT-(FAC+DR) 19
ERTPRVY3,ER -PRIV INS AMT-(FAC+DR) 20
ERTPRVY4,ER -PRIV INS AMT-(FAC+DR) 21
ERTPTRY1,ER-PRV & TRI AMT (FAC+DR) 18
ERTPTRY2,ER-PRV & TRI AMT (FAC+DR) 19
ERTPTRY3,ER-PRV & TRI AMT (FAC+DR) 20
ERTPTRY4,ER-PRV & TRI AMT (FAC+DR) 21
ERTSLFY1,ER -SELF/FAMILY AMT-(FAC+DR) 18
ERTSLFY2,ER -SELF/FAMILY AMT-(FAC+DR) 19
ERTSLFY3,ER -SELF/FAMILY AMT-(FAC+DR) 20
ERTSLFY4,ER -SELF/FAMILY AMT-(FAC+DR) 21
ERTSTLY1,ER -OTH ST/LOCAL AMT-(FAC+DR) 18
ERTSTLY2,ER -OTH ST/LOCAL AMT-(FAC+DR) 19
ERTSTLY3,ER -OTH ST/LOCAL AMT-(FAC+DR) 20
ERTSTLY4,ER -OTH ST/LOCAL AMT-(FAC+DR) 21
ERTTCHY1,ER FACILITY + DR VISIT CHARGES 18
ERTTCHY2,ER FACILITY + DR VISIT CHARGES 19
ERTTCHY3,ER FACILITY + DR VISIT CHARGES 20
ERTTCHY4,ER FACILITY + DR VISIT CHARGES 21
ERTTRIY1,ER -TRICARE AMT-(FAC+DR) 18
ERTTRIY2,ER -TRICARE AMT-(FAC+DR) 19
ERTTRIY3,ER -TRICARE AMT-(FAC+DR) 20
ERTTRIY4,ER -TRICARE AMT-(FAC+DR) 21
ERTVAY1,ER -VA/CHAMPVA AMT-(FAC+DR) 18
ERTVAY2,ER -VA/CHAMPVA AMT-(FAC+DR) 19
ERTVAY3,ER -VA/CHAMPVA AMT-(FAC+DR) 20
ERTVAY4,ER -VA/CHAMPVA AMT-(FAC+DR) 21
ERTWCPY1,ER -WORKERS COMP AMT-(FAC+DR) 18
ERTWCPY2,ER -WORKERS COMP AMT-(FAC+DR) 19
ERTWCPY3,ER -WORKERS COMP AMT-(FAC+DR) 20
ERTWCPY4,ER -WORKERS COMP AMT-(FAC+DR) 21
EVRETIY1,PERSON HAS EVER RETIRED 18
EVRETIY2,PERSON HAS EVER RETIRED 19
EVRETIY3,PERSON HAS EVER RETIRED 20
EVRETIY4,PERSON HAS EVER RETIRED 21
EVRWRKY1,EVER WRKD FOR PAY IN LIFE AS OF 12/31/18
EVRWRKY2,EVER WRKD FOR PAY IN LIFE AS OF 12/31/19
EVRWRKY3,EVER WRKD FOR PAY IN LIFE AS OF 12/31/20
EVRWRKY4,EVER WRKD FOR PAY IN LIFE AS OF 12/31/21
EXPLOP2,PROV EXPLNS OPTIONS TO PERS-R2
EXPLOP4,PROV EXPLNS OPTIONS TO PERS-R4
EXPLOP6,PROV EXPLNS OPTIONS TO PERS-R6
EXPLOP8,PROV EXPLNS OPTIONS TO PERS-R8
FAMID1,FAMILY ID (STUDENT MERGED IN) - R1
FAMID2,FAMILY ID (STUDENT MERGED IN) - R2
FAMID3,FAMILY ID (STUDENT MERGED IN) - R3
FAMID4,FAMILY ID (STUDENT MERGED IN) - R4
FAMID5,FAMILY ID (STUDENT MERGED IN) - R5
FAMID6,FAMILY ID (STUDENT MERGED IN) - R6
FAMID7,FAMILY ID (STUDENT MERGED IN) - R7
FAMID8,FAMILY ID (STUDENT MERGED IN) - R8
FAMID9,FAMILY ID (STUDENT MERGED IN) - R9
FAMIDY1,FAMILY ID (STUDENT MERGED IN) - 12/31/18
FAMIDY2,FAMILY ID (STUDENT MERGED IN) - 12/31/19
FAMIDY3,FAMILY ID (STUDENT MERGED IN) - 12/31/20
FAMIDY4,FAMILY ID (STUDENT MERGED IN) - 12/31/21
FAMIDYR1,ANNUAL FAMILY IDENTIFIER 18
FAMIDYR2,ANNUAL FAMILY IDENTIFIER 19
FAMIDYR3,ANNUAL FAMILY IDENTIFIER 20
FAMIDYR4,ANNUAL FAMILY IDENTIFIER 21
FAMINCY1,FAMILY'S TOTAL INCOME 18
FAMINCY2,FAMILY'S TOTAL INCOME 19
FAMINCY3,FAMILY'S TOTAL INCOME 20
FAMINCY4,FAMILY'S TOTAL INCOME 21
FAMRFPY1,REFERENCE PERSON OF ANNUALIZED FAMILY 18
FAMRFPY2,REFERENCE PERSON OF ANNUALIZED FAMILY 19
FAMRFPY3,REFERENCE PERSON OF ANNUALIZED FAMILY 20
FAMRFPY4,REFERENCE PERSON OF ANNUALIZED FAMILY 21
FAMSY1,FAMILY SZE OF RESPONDING 12/31 FAMILY 18
FAMSY2,FAMILY SZE OF RESPONDING 12/31 FAMILY 19
FAMSY3,FAMILY SZE OF RESPONDING 12/31 FAMILY 20
FAMSY4,FAMILY SZE OF RESPONDING 12/31 FAMILY 21
FAMSZE1,RU SIZE INCLUDING STUDENTS - R1
FAMSZE2,RU SIZE INCLUDING STUDENTS - R2
FAMSZE3,RU SIZE INCLUDING STUDENTS - R3
FAMSZE4,RU SIZE INCLUDING STUDENTS - R4
FAMSZE5,RU SIZE INCLUDING STUDENTS - R5
FAMSZE6,RU SIZE INCLUDING STUDENTS - R6
FAMSZE7,RU SIZE INCLUDING STUDENTS - R7
FAMSZE8,RU SIZE INCLUDING STUDENTS - R8
FAMSZE9,RU SIZE INCLUDING STUDENTS - R9
FAMSZEY1,RU SIZE INCLUDING STUDENT AS OF 12/31/18
FAMSZEY2,RU SIZE INCLUDING STUDENT AS OF 12/31/19
FAMSZEY3,RU SIZE INCLUDING STUDENT AS OF 12/31/20
FAMSZEY4,RU SIZE INCLUDING STUDENT AS OF 12/31/21
FAMSZYR1,SIZE OF RESPONDING ANNUALIZED FAMILY 18
FAMSZYR2,SIZE OF RESPONDING ANNUALIZED FAMILY 19
FAMSZYR3,SIZE OF RESPONDING ANNUALIZED FAMILY 20
FAMSZYR4,SIZE OF RESPONDING ANNUALIZED FAMILY 21
FCRPY1,REF PERSON OF 12/31 CPS FAMILY 18
FCRPY2,REF PERSON OF 12/31 CPS FAMILY 19
FCRPY3,REF PERSON OF 12/31 CPS FAMILY 20
FCRPY4,REF PERSON OF 12/31 CPS FAMILY 21
FCSZY1,FAM SIZE RESPONDING 12/31 CPS FAMILY 18
FCSZY2,FAM SIZE RESPONDING 12/31 CPS FAMILY 19
FCSZY3,FAM SIZE RESPONDING 12/31 CPS FAMILY 20
FCSZY4,FAM SIZE RESPONDING 12/31 CPS FAMILY 21
FILEDRY1,HAS PERS FILED A FED INCOME TAX RETRN 18
FILEDRY2,HAS PERS FILED A FED INCOME TAX RETRN 19
FILEDRY3,HAS PERS FILED A FED INCOME TAX RETRN 20
FILEDRY4,HAS PERS FILED A FED INCOME TAX RETRN 21
FILERY1,PRIMARY OR SECONDARY FILER 18
FILERY2,PRIMARY OR SECONDARY FILER 19
FILERY3,PRIMARY OR SECONDARY FILER 20
FILERY4,PRIMARY OR SECONDARY FILER 21
FLSTATY1,PERSON'S FILING STATUS 18
FLSTATY2,PERSON'S FILING STATUS 19
FLSTATY3,PERSON'S FILING STATUS 20
FLSTATY4,PERSON'S FILING STATUS 21
FMRSY1,MEMBER OF RESPONDING 12/31 FAMILY 18
FMRSY2,MEMBER OF RESPONDING 12/31 FAMILY 19
FMRSY3,MEMBER OF RESPONDING 12/31 FAMILY 20
FMRSY4,MEMBER OF RESPONDING 12/31 FAMILY 21
FNGRDF1,DIFFICULTY USING FINGERS TO GRASP-R1
FNGRDF3,DIFFICULTY USING FINGERS TO GRASP-R3
FNGRDF5,DIFFICULTY USING FINGERS TO GRASP-R5
FNGRDF7,DIFFICULTY USING FINGERS TO GRASP-R7
FOODMNY1,NUMBER OF MONTHS FOOD STAMPS PURCHASD 18
FOODMNY2,NUMBER OF MONTHS FOOD STAMPS PURCHASD 19
FOODMNY3,NUMBER OF MONTHS FOOD STAMPS PURCHASD 20
FOODMNY4,NUMBER OF MONTHS FOOD STAMPS PURCHASD 21
FOODSTY1,DID ANYONE PURCHASE FOOD STAMPS 18
FOODSTY2,DID ANYONE PURCHASE FOOD STAMPS 19
FOODSTY3,DID ANYONE PURCHASE FOOD STAMPS 20
FOODSTY4,DID ANYONE PURCHASE FOOD STAMPS 21
FOODVLY1,MONTHLY VALUE OF FOOD STAMPS 18
FOODVLY2,MONTHLY VALUE OF FOOD STAMPS 19
FOODVLY3,MONTHLY VALUE OF FOOD STAMPS 20
FOODVLY4,MONTHLY VALUE OF FOOD STAMPS 21
FSAGT1,ANYONE IN RU HAVE FSA - R1
FSAGT3,ANYONE IN RU HAVE FSA - R3
FSAGT7,ANYONE IN RU HAVE FSA - R7
FTSTU1X,STUDENT STATUS IF AGES 17-23 - R1
FTSTU2X,STUDENT STATUS IF AGES 17-23 - R2
FTSTU3X,STUDENT STATUS IF AGES 17-23 - R3
FTSTU4X,STUDENT STATUS IF AGES 17-23 - R4
FTSTU5X,STUDENT STATUS IF AGES 17-23 - R5
FTSTU6X,STUDENT STATUS IF AGES 17-23 - R6
FTSTU7X,STUDENT STATUS IF AGES 17-23 - R7
FTSTU8X,STUDENT STATUS IF AGES 17-23 - R8
FTSTU9X,STUDENT STATUS IF AGES 17-23 - R9
FTSTUY1X,STUDENT STATUS IF AGES 17-23 - 12/31/18
FTSTUY2X,STUDENT STATUS IF AGES 17-23 - 12/31/19
FTSTUY3X,STUDENT STATUS IF AGES 17-23 - 12/31/20
FTSTUY4X,STUDENT STATUS IF AGES 17-23 - 12/31/21
GENDRP2,IS PROVIDER MALE OR FEMALE-R2
GENDRP4,IS PROVIDER MALE OR FEMALE-R4
GENDRP6,IS PROVIDER MALE OR FEMALE-R6
GENDRP8,IS PROVIDER MALE OR FEMALE-R8
GETTRB4,PRBLM GETTING IN TROUBLE (5-17)-R4
GETTRB8,PRBLM GETTING IN TROUBLE (5-17)-R8
GOVAAT1,COV BY OTHER PUBLIC-ANY TIME IN R1
GOVAAT2,COV BY OTHER PUBLIC-ANY TIME IN R2
GOVAAT3,COV BY OTHER PUBLIC-ANY TIME IN R3
GOVAAT4,COV BY OTHER PUBLIC-ANY TIME IN R4
GOVAAT5,COV BY OTHER PUBLIC-ANY TIME IN R5
GOVAAT6,COV BY OTHER PUBLIC-ANY TIME IN R6
GOVAAT7,COV BY OTHER PUBLIC-ANY TIME IN R7
GOVAAT8,COV BY OTHER PUBLIC-ANY TIME IN R8
GOVAAT9,COV BY OTHER PUBLIC-ANY TIME IN R9
GOVAATY1,CV OTH PUB-ANY TME IN R3 TIL 12/31/18
GOVAATY2,CV OTH PUB-ANY TME IN R5 TIL 12/31/19
GOVAATY3,CV OTH PUB-ANY TME IN R7 TIL 12/31/20
GOVAATY4,CV OTH PUB-ANY TME IN R9 TIL 12/31/21
GOVBAT1,COV BY OTH PUB HMO-ANY TIME IN R1
GOVBAT2,COV BY OTH PUB HMO-ANY TIME IN R2
GOVBAT3,COV BY OTH PUB HMO-ANY TIME IN R3
GOVBAT4,COV BY OTH PUB HMO-ANY TIME IN R4
GOVBAT5,COV BY OTH PUB HMO-ANY TIME IN R5
GOVBAT6,COV BY OTH PUB HMO-ANY TIME IN R6
GOVBAT7,COV BY OTH PUB HMO-ANY TIME IN R7
GOVBAT8,COV BY OTH PUB HMO-ANY TIME IN R8
GOVBAT9,COV BY OTH PUB HMO-ANY TIME IN R9
GOVBATY1,COV OTH PB HMO-ANY TM R3 TIL 12/31/18
GOVBATY2,COV OTH PB HMO-ANY TM R5 TIL 12/31/19
GOVBATY3,COV OTH PB HMO-ANY TM R7 TIL 12/31/20
GOVBATY4,COV OTH PB HMO-ANY TM R9 TIL 12/31/21
GOVCAT1,CV BY OTH PUB PAYS PREM-ANY TIME IN R1
GOVCAT2,CV BY OTH PUB PAYS PREM-ANY TIME IN R2
GOVCAT3,CV BY OTH PUB PAYS PREM-ANY TIME IN R3
GOVCAT4,CV BY OTH PUB PAYS PREM-ANY TIME IN R4
GOVCAT5,CV BY OTH PUB PAYS PREM-ANY TIME IN R5
GOVCAT6,CV BY OTH PUB PAYS PREM-ANY TIME IN R6
GOVCAT7,CV BY OTH PUB PAYS PREM-ANY TIME IN R7
GOVCAT8,CV BY OTH PUB PAYS PREM-ANY TIME IN R8
GOVCAT9,CV BY OTH PUB PAYS PREM-ANY TIME IN R9
GOVCATY1,CV OTH PUB PAYS PREM- R3 TIL 12/31/18
GOVCATY2,CV OTH PUB PAYS PREM- R5 TIL 12/31/19
GOVCATY3,CV OTH PUB PAYS PREM- R7 TIL 12/31/20
GOVCATY4,CV OTH PUB PAYS PREM- R9 TIL 12/31/21
GOVTA1,COV BY OTHER PUBLIC COV - R1 INT DT
GOVTA2,COV BY OTHER PUBLIC COV - R2 INT DT
GOVTA3,COV BY OTHER PUBLIC COV - R3 INT DT
GOVTA4,COV BY OTHER PUBLIC COV - R4 INT DT
GOVTA5,COV BY OTHER PUBLIC COV - R5 INT DT
GOVTA6,COV BY OTHER PUBLIC COV - R6 INT DT
GOVTA7,COV BY OTHER PUBLIC COV - R7 INT DT
GOVTA8,COV BY OTHER PUBLIC COV - R8 INT DT
GOVTA9,COV BY OTHER PUBLIC COV - R9 INT DT
GOVTAY1,COV BY OTHER PUBLIC COV - 12/31/18
GOVTAY2,COV BY OTHER PUBLIC COV - 12/31/19
GOVTAY3,COV BY OTHER PUBLIC COV - 12/31/20
GOVTAY4,COV BY OTHER PUBLIC COV - 12/31/21
GOVTB1,COV BY OTH PUB HMO - R1 INT DT
GOVTB2,COV BY OTH PUB HMO - R2 INT DT
GOVTB3,COV BY OTH PUB HMO - R3 INT DT
GOVTB4,COV BY OTH PUB HMO - R4 INT DT
GOVTB5,COV BY OTH PUB HMO - R5 INT DT
GOVTB6,COV BY OTH PUB HMO - R6 INT DT
GOVTB7,COV BY OTH PUB HMO - R7 INT DT
GOVTB8,COV BY OTH PUB HMO - R8 INT DT
GOVTB9,COV BY OTH PUB HMO - R9 INT DT
GOVTBY1,COV BY OTH PUB HMO - 12/31/18
GOVTBY2,COV BY OTH PUB HMO - 12/31/19
GOVTBY3,COV BY OTH PUB HMO - 12/31/20
GOVTBY4,COV BY OTH PUB HMO - 12/31/21
GOVTC1,COV BY OTH PUB PAYS PREM - R1 INT DT
GOVTC2,COV BY OTH PUB PAYS PREM - R2 INT DT
GOVTC3,COV BY OTH PUB PAYS PREM - R3 INT DT
GOVTC4,COV BY OTH PUB PAYS PREM - R4 INT DT
GOVTC5,COV BY OTH PUB PAYS PREM - R5 INT DT
GOVTC6,COV BY OTH PUB PAYS PREM - R6 INT DT
GOVTC7,COV BY OTH PUB PAYS PREM - R7 INT DT
GOVTC8,COV BY OTH PUB PAYS PREM - R8 INT DT
GOVTC9,COV BY OTH PUB PAYS PREM - R9 INT DT
GOVTCY1,COV BY OTH PUB PAYS PREM - 12/31/18
GOVTCY2,COV BY OTH PUB PAYS PREM - 12/31/19
GOVTCY3,COV BY OTH PUB PAYS PREM - 12/31/20
GOVTCY4,COV BY OTH PUB PAYS PREM - 12/31/21
GVAAPY1,COV BY OTHER PUBLIC COVERAGE IN APR18
GVAAPY2,COV BY OTHER PUBLIC COVERAGE IN APR19
GVAAPY3,COV BY OTHER PUBLIC COVERAGE IN APR20
GVAAPY4,COV BY OTHER PUBLIC COVERAGE IN APR21
GVAAUY1,COV BY OTHER PUBLIC COVERAGE IN AUG18
GVAAUY2,COV BY OTHER PUBLIC COVERAGE IN AUG19
GVAAUY3,COV BY OTHER PUBLIC COVERAGE IN AUG20
GVAAUY4,COV BY OTHER PUBLIC COVERAGE IN AUG21
GVADEY1,COV BY OTHER PUBLIC COVERAGE IN DEC18
GVADEY2,COV BY OTHER PUBLIC COVERAGE IN DEC19
GVADEY3,COV BY OTHER PUBLIC COVERAGE IN DEC20
GVADEY4,COV BY OTHER PUBLIC COVERAGE IN DEC21
GVAEVY1,EVER HAVE OTHER PUBLIC DURING 2018
GVAEVY2,EVER HAVE OTHER PUBLIC DURING 2019
GVAEVY3,EVER HAVE OTHER PUBLIC DURING 2020
GVAEVY4,EVER HAVE OTHER PUBLIC DURING 2021
GVAFEY1,COV BY OTHER PUBLIC COVERAGE IN FEB18
GVAFEY2,COV BY OTHER PUBLIC COVERAGE IN FEB19
GVAFEY3,COV BY OTHER PUBLIC COVERAGE IN FEB20
GVAFEY4,COV BY OTHER PUBLIC COVERAGE IN FEB21
GVAJAY1,COV BY OTHER PUBLIC COVERAGE IN JAN18
GVAJAY2,COV BY OTHER PUBLIC COVERAGE IN JAN19
GVAJAY3,COV BY OTHER PUBLIC COVERAGE IN JAN20
GVAJAY4,COV BY OTHER PUBLIC COVERAGE IN JAN21
GVAJLY1,COV BY OTHER PUBLIC COVERAGE IN JUL18
GVAJLY2,COV BY OTHER PUBLIC COVERAGE IN JUL19
GVAJLY3,COV BY OTHER PUBLIC COVERAGE IN JUL20
GVAJLY4,COV BY OTHER PUBLIC COVERAGE IN JUL21
GVAJUY1,COV BY OTHER PUBLIC COVERAGE IN JUN18
GVAJUY2,COV BY OTHER PUBLIC COVERAGE IN JUN19
GVAJUY3,COV BY OTHER PUBLIC COVERAGE IN JUN20
GVAJUY4,COV BY OTHER PUBLIC COVERAGE IN JUN21
GVAMAY1,COV BY OTHER PUBLIC COVERAGE IN MAR18
GVAMAY2,COV BY OTHER PUBLIC COVERAGE IN MAR19
GVAMAY3,COV BY OTHER PUBLIC COVERAGE IN MAR20
GVAMAY4,COV BY OTHER PUBLIC COVERAGE IN MAR21
GVAMYY1,COV BY OTHER PUBLIC COVERAGE IN MAY18
GVAMYY2,COV BY OTHER PUBLIC COVERAGE IN MAY19
GVAMYY3,COV BY OTHER PUBLIC COVERAGE IN MAY20
GVAMYY4,COV BY OTHER PUBLIC COVERAGE IN MAY21
GVANOY1,COV BY OTHER PUBLIC COVERAGE IN NOV18
GVANOY2,COV BY OTHER PUBLIC COVERAGE IN NOV19
GVANOY3,COV BY OTHER PUBLIC COVERAGE IN NOV20
GVANOY4,COV BY OTHER PUBLIC COVERAGE IN NOV21
GVAOCY1,COV BY OTHER PUBLIC COVERAGE IN OCT18
